,query,initial label,predicted label
3918,has my request for vacation days been signed by my supervisor yet,direct_deposit,pto_request_status
3928,what about my vacation request,meeting_schedule,pto_request_status
3932,what's my vacation status,pto_request_status,pto_balance
3936,are they going to let me take vacation,pto_request_status,pto_request
3940,i'm i okayed for vacation time,who_made_you,pto_request_status
3944,has my manager at mcdonald's confirmed i can take vacation,todo_list_update,pto_request_status
3947,"the status of my day off request, please",definition,pto_request_status
3950,what is the status of my vacation request,restaurant_reservation,pto_request_status
3951,any news for me regarding my day off request,accept_reservations,pto_request_status
3976,could you tell me what the status of my day off request is,order_status,pto_request_status
3985,do you know if my vacation was approved yet or not,calories,pto_request_status
4008,i need my credit score,measurement_conversion,credit_score
4014,please tell me my credit rating,oil_change_when,credit_score
4031,how do i see my credit score,how_old_are_you,credit_score
4032,how exactly do i find my credit score,mpg,credit_score
4049,can you help me find my credit score,ingredients_list,credit_score
4061,where is my credit score located,vaccines,credit_score
4064,tell me the steps to getting my credit score,credit_score,improve_credit_score
4079,how does my credit score look,book_flight,credit_score
4081,whats my credit rating,timer,credit_score
4083,where can i check my credit score,rollover_401k,credit_score
4087,please notify me of my credit rating,insurance_change,credit_score
4097,how do applications for discover cards work,new_card,application_status
4103,please show me how to apply for a visa card,new_card,international_visa
4104,i need to apply for a visa card,nutrition_info,international_visa
4105,i need to know how to apply for a visa card,new_card,international_visa
4107,what is the process to apply for a visa card,direct_deposit,international_visa
4108,show me how to apply for a visa card,tire_pressure,international_visa
4110,"visa card, i want to apply",new_card,international_visa
4111,show me the application for a visa card,new_card,international_visa
4112,how do i get a new credit card sent to me,new_card,replacement_card_duration
4115,please apply cc visa card for me,goodbye,international_visa
4118,i would like to apply for a bank of america travel rewards credit card,date,new_card
4119,i need to apply for a new credit card,tire_pressure,new_card
4129,i would like to apply for a green card,new_card,international_visa
4130,i would like to apply for a visa card,new_card,international_visa
4132,i would like to apply for a discover card,current_location,new_card
4133,what's the procedure to apply for a new credit card,yes,application_status
4135,direct me to the application for a new credit card,freeze_account,new_card
4139,can you help me apply for a visa card,new_card,international_visa
4145,application for a mastercard,new_card,application_status
4161,i am interested in applying for a visa card,new_card,international_visa
4164,walk me through applying for a visa card,new_card,international_visa
4165,i want to submit an application for a barclay's card,new_card,application_status
4172,"i would like to apply for a air canada card visa, can you help me",new_card,international_visa
4176,how can i apply for a visa card,new_card,international_visa
4177,"how can i apply for a visa card, please",new_card,international_visa
4178,"how do i apply for a visa card, please",new_card,international_visa
4182,what if you want a new credit card,meal_suggestion,new_card
4194,hey what do i do to apply for a visa card,new_card,international_visa
4222,"where are my bags, not here at the airport",oil_change_when,lost_luggage
4226,i just traveled on american airlines flight ab123 out of dallas i can't find my luggage,change_speed,lost_luggage
4229,what if i lost my luggage,nutrition_info,lost_luggage
4248,what should i do if i'm waiting at the airport and my luggage is not here,international_fees,lost_luggage
4253,i'm having trouble finding my luggage i was on delta flight ab123 out of new york,reminder,lost_luggage
4263,"what the heck, where's my luggage!",maybe,lost_luggage
4266,who do i report lost luggage to,yes,lost_luggage
4271,i arrived on delta flight ab123 from juno but my luggage doesn't appear to have come with me,international_visa,lost_luggage
4274,can you check where my luggage is off jetblue flight ab123 out of buffalo,greeting,lost_luggage
4290,who do i go to to find lost luggage,change_language,lost_luggage
4298,one more time please,uber,repeat
4299,i need you to repeat that,replacement_card_duration,repeat
4300,i need you to please repeat that,order_checks,repeat
4309,i want to have that repeated for me,traffic,repeat
4315,excuse me,repeat,greeting
4318,please repeat yourself,pin_change,repeat
4320,can you say that over,expiration_date,repeat
4371,i need that said again,damaged_card,repeat
4381,i did not understand say it again,next_song,repeat
4385,"i didn't hear you, can you repeat that louder",insurance_change,repeat
4391,can i get you to say that once more,spelling,repeat
4413,tell me the gas mileage on my car,damaged_card,mpg
4415,how much mpg does this car get in the city,where_are_you_from,mpg
4427,how many mpg does this car get,goodbye,mpg
4445,how does this do on gas mileage,timer,mpg
4447,how does this car do on its fuel,account_blocked,mpg
4451,what's the fuel economy for this car downtown,insurance,mpg
4453,how much gas does this use in the city,mpg,gas
4462,how much gas does this car use in the city,mpg,gas
4472,does this car get good mpg on the highway,international_fees,mpg
4488,how many miles per gallon am i getting,change_speed,mpg
4491,how expensive is it to fuel this car,plug_type,mpg
4494,how far can i go on one tank of gas,mpg,gas
4495,when should i change my car oil,car_rental,oil_change_when
4496,do i need to change my oil,oil_change_when,oil_change_how
4499,when do i need to change my oil,balance,oil_change_when
4502,at how many miles am i required to get my oil changed,report_lost_card,oil_change_when
4541,tell me how i know when i need an oil change,oil_change_when,oil_change_how
4545,should i get an oil change,how_old_are_you,oil_change_when
4546,when is the best time for my next oil change,current_location,oil_change_when
4547,what date should i next change my oil,damaged_card,oil_change_when
4552,can you make a note for my next oil change,oil_change_when,oil_change_how
4572,what is the average time to go between oil changes,food_last,oil_change_when
4575,how often should i have my oil changed,travel_alert,oil_change_when
4577,how many miles can i drive before i need to change my oil,no,oil_change_when
4593,when should i change this oil,uber,oil_change_when
4595,yep,credit_limit,yes
4599,that is a fact,yes,fun_fact
4603,that would be awesome,yes,maybe
4612,that will be true,yes,maybe
4613,that appears true,international_visa,maybe
4614,that is true,text,yes
4623,all right,what_is_your_name,yes
4627,that's a definite yes,pto_balance,yes
4628,yes that's it,meal_suggestion,yes
4632,"yep, that's right",meeting_schedule,yes
4634,you got it,yes,greeting
4637,"yes, that's affirmative",travel_alert,yes
4639,absolutely!,credit_limit,yes
4640,do that,yes,repeat
4642,confirm,yes,confirm_reservation
4658,indeed,goodbye,yes
4665,ok,yes,maybe
4699,could you tell me what fun tourist things i could do in tokyo,travel_suggestion,fun_fact
4700,what should i do for fun in tokyo,food_last,travel_suggestion
4702,what sites are there to see when in evans,whisper_mode,travel_suggestion
4703,what can i do in evans,next_holiday,travel_suggestion
4718,what are some good restaurants in chicago,travel_suggestion,restaurant_suggestion
4732,"in austin, what are some tourist things to do",card_declined,travel_suggestion
4737,what things are there to do in kentucky,play_music,travel_suggestion
4745,help me find things to do in nashville,book_hotel,travel_suggestion
4763,where should i travel if i want to go to a nice beach,spelling,travel_suggestion
4781,what's there to do in seattle,account_blocked,travel_suggestion
4789,what can a tourist in denver do,mpg,travel_suggestion
4790,what sort of things do people do in new york,nutrition_info,travel_suggestion
4794,what's the funnest thing for a tourist to do in iceland,travel_suggestion,fun_fact
4814,my insurance benefits are what,application_status,insurance
4819,insurance benefits,last_maintenance,insurance
4831,insurance benefit information,make_call,insurance
4833,give me the name of the insurance plan that i enrolled in,update_playlist,insurance
4838,what's the healthcare plan i'm on,balance,insurance
4855,what benefits does my health coverage give me,meeting_schedule,insurance
4868,"which insurance plan am i enrolled in, please",yes,insurance
4870,what kind of insurance plan am i enrolled in,reminder_update,insurance
4877,how would you define my health benefits,restaurant_suggestion,insurance
4879,define my health benefits,insurance,definition
4881,what is the definition of my health benefits,insurance,definition
4888,what are my insurance advantages,report_fraud,insurance
4890,what are my insurance rewards,insurance,redeem_rewards
4903,you can remove vacuuming off the todo list,expiration_date,todo_list_update
4904,make my todo list blank,fun_fact,todo_list_update
4907,put clean stovetop on my list of reminders,todo_list_update,reminder_update
4908,nuke all items on my todo list,timezone,todo_list_update
4910,delete everything from the task list,restaurant_reservation,todo_list_update
4912,can you kindly clear my agenda list,todo_list_update,todo_list
4917,please clear out my whole to do list,todo_list_update,todo_list
4922,can you please add take out recycling on my list of chores to complete,calendar,todo_list_update
4934,please add watering the plants to my current to do list,expiration_date,todo_list_update
4945,"can you add a trip to the post office to my to do list, please",are_you_a_bot,todo_list_update
4946,please also list wash laundry on my to do list,todo_list_update,todo_list
4950,can you delete lunch with david from my to do list,car_rental,todo_list_update
4952,"on my to do list, add dishes",travel_notification,todo_list_update
4954,add dishes to my list,todo_list_update,shopping_list_update
4967,if you could remind me about doing laundry i would appreciate it,todo_list_update,reminder
4978,clear out my entire todo list,cancel_reservation,todo_list_update
4998,will you repeat my reminder list,last_maintenance,reminder
5009,can you tell me what reminders i've set,jump_start,reminder
5011,do i have any reminders to look up how to properly do a potato in my microwave,reminder,reminder_update
5016,go through all the reminders on my list and state what they are,where_are_you_from,reminder
5021,did i add to my reminder list that i need to take the car in for an oil change,reminder,reminder_update
5035,what did i ask to be reminded about,last_maintenance,reminder
5044,can you read my list back to me,reminder,shopping_list
5045,can you repeat my list back to me,reminder,repeat
5046,can you describe my list back to me,reminder,todo_list
5048,is checking the mail on my list of reminder,accept_reservations,reminder
5052,can you please repeat my list back to me,reminder,repeat
5061,can you tell me what things i was trying to remember,definition,reminder
5076,is the company party on my list of reminders,order_checks,reminder
5081,tell me if flipping the mattress is on my list of reminders please,reminder,reminder_update
5087,i want to hear what is on my reminders list,improve_credit_score,reminder
5089,tell me what i had wanted to remember earlier,ingredient_substitution,reminder
5090,did i include cleaning the hamster cage on my list of reminders,reminder,reminder_update
5092,i need to know what it is that i wanted to remember before,min_payment,reminder
5101,i want you to adjust your speaking to be faster,schedule_maintenance,change_speed
5104,decrease the speed of your speech please,change_ai_name,change_speed
5137,can you please speed up your speech,change_volume,change_speed
5164,speak slower please,rollover_401k,change_speed
5171,can you change how fast you're talking to speak more slowly,pay_bill,change_speed
5178,can i get you to talk at a slightly faster rate,pto_used,change_speed
5179,can you talk at a normal speed please,car_rental,change_speed
5181,"hey, stop talking like you're a stretch taped",jump_start,cancel
5184,is it possible to speed up of your replies,freeze_account,change_speed
5187,"sorry, can you speak a little faster",directions,change_speed
5192,i need to change your voice settings,change_speed,change_accent
5200,what's the current psi for my tires,find_phone,tire_pressure
5202,what's the current tire pressure of my tires,alarm,tire_pressure
5203,is the air pressure in my tires low,meal_suggestion,tire_pressure
5204,what's my current tire pressure,damaged_card,tire_pressure
5209,are my tires requiring a fill-up,travel_notification,tire_pressure
5237,please measure my tire pressure,interest_rate,tire_pressure
5246,what is my car's tire pressure,thank_you,tire_pressure
5249,are my tires aired properly,expiration_date,tire_pressure
5290,can you check the air in my tires,gas_type,tire_pressure
5291,check how much air is in my tires,car_rental,tire_pressure
5302,i must say no,shopping_list,no
5310,i think it is false,yes,maybe
5320,"no, that is my response",maybe,no
5325,that is a completely false statement,what_can_i_ask_you,no
5328,"incorrect, it is certainly a false statement",user_name,no
5332,that's a negative,traffic,no
5334,that's not right,no,maybe
5339,that's inaccurate,no,maybe
5346,no that is not right,ingredient_substitution,no
5358,that isn't the right answer,no,maybe
5359,the information is wrong,no,maybe
5361,that is not right,no,maybe
5368,that is overwhelmingly false,no,maybe
5370,i say negative,update_playlist,no
5383,what you just said is wrong,interest_rate,cancel
5393,it seems not,no,maybe
5399,tell me how the apr on my hy-vee card is,international_visa,apr
5423,what is the credit card's apr,insurance,apr
5424,what is the apr for the credit card,pto_balance,apr
5428,i need to know the apr on my credit union visa,insurance,apr
5441,can you look into whether my card has good apr or not,alarm,apr
5451,"hey siri, tell me the apr on my disney visa",directions,apr
5456,what is the apr on my chase visa,alarm,apr
5457,what will the apr on my transferred balance be after the first year on my bank of america credit card,pay_bill,apr
5486,give me my credit card's apr,weather,apr
5492,what's the annual rate on my discover card,next_holiday,apr
5501,what's the nutritional info for potato skins,where_are_you_from,nutrition_info
5503,how healthy are french fries,ingredients_list,nutrition_info
5504,share the nutrition info for spaghetti with me,food_last,nutrition_info
5508,share the nutrition info for pizza with me,directions,nutrition_info
5535,nutrition information of mashed potatoes,plug_type,nutrition_info
5543,do you know the nutrition facts for grapes,spelling,nutrition_info
5549,tell me the nutritional information for chicken nuggets,interest_rate,nutrition_info
5555,can you tell me how many calories are in an apple,calculator,calories
5560,i need to know all about the nutrition of the beef taco,pto_request,nutrition_info
5574,what are the nutrition facts for macaroni and cheese,pto_request,nutrition_info
5602,"what've i got set for friday, the 13th, of next year",tire_pressure,calendar
5604,did i had my wife and mine anniversary to my calendar,calendar,calendar_update
5605,did i put an item on the calendar to get the dog neutered,calendar,calendar_update
5606,"can you tell me what's on my calendar for march 05, 2019",gas_type,calendar
5608,do i have a note on the calendar for black friday,current_location,calendar
5614,how is my calendar looking for may 6th,measurement_conversion,calendar
5645,what do i have on my calendar for march 2,bill_due,calendar
5651,can you tell me what my may 1st will be like according to my calendar,restaurant_reservation,calendar
5653,remind me of the date of the event called 'anniversary dinner,calendar,reminder
5658,tell me if there is an event called annual physical in my calendar,replacement_card_duration,calendar
5666,tell me any events scheduled on my calendar for april 15,do_you_have_pets,calendar
5667,tell me what my calendar looks like for april 13,change_ai_name,calendar
5685,do i have 30th birthday party on my calendar,calendar,calendar_update
5692,what am i supposed to be doing today,calendar,todo_list
5693,what do i have planned for tomorrow,redeem_rewards,calendar
5695,book an uber for 6 people to go to the movies,pto_request_status,uber
5705,please book an uber for chima's,reminder_update,uber
5706,call an uber to mark's house,what_are_your_hobbies,uber
5717,i need to get an uber for three people to go to the zoo,goodbye,uber
5728,i need an uber pool from home in the morning at seven to the capitol building,spending_history,uber
5732,can i get a car to the baseball field for 12,uber,car_rental
5733,can i get an uber for 4 to the mall,payday,uber
5734,can i get an uber for myself to the grocery store,schedule_maintenance,uber
5743,can you get me an uber to the science museum,change_ai_name,uber
5746,i need an uber reserved to take me to the restaurant,calendar_update,uber
5768,3 of us need to get to union station via uber,insurance,uber
5813,what is 55 times 300,jump_start,calculator
5828,what is 15% of 3143,recipe,calculator
5837,what is 78 times 81 minus 5,card_declined,calculator
5841,please help with my math,who_do_you_work_for,calculator
5871,what is the square root of 66,credit_limit_change,calculator
5877,i need to know what 75 plus 43 is,mpg,calculator
5881,what is 20 + 20,time,calculator
5882,what is the square root of 2784,timezone,calculator
5887,can you calculate 18 divided by 45,reset_settings,calculator
5893,what does 2 + 2 equal,how_busy,calculator
5895,i would like to know what today's date is,order,date
5905,which day will it be five days from now,carry_on,date
5912,please share today's date,yes,date
5938,"in 2 days, what date will it be",book_flight,date
5940,what will the date be in 10 days,damaged_card,date
5941,"15 days from today, what will the date be",nutrition_info,date
5942,what's the date tomorrow,food_last,date
5945,what will be the date in 100 days from now,date,time
5968,i need to know what the date is today,new_card,date
5970,what's today's date,translate,date
5972,show me a calendar,date,calendar
5979,tell me what the date will be tomorrow,where_are_you_from,date
5981,what's tomorrow on the calender,date,calendar
5983,calender says tomorrow is,date,calendar
6002,tell me the carry-on restrictions for united airlines,meal_suggestion,carry_on
6009,i am wanting to know the carry-on restrictions for united airlines,calendar_update,carry_on
6014,what restrictions do my carry-ons need to comply with for delta,change_user_name,carry_on
6015,how much luggage can i carry with me on flight dl2200 to denver,expiration_date,carry_on
6033,tell me united's carry on policy,how_old_are_you,carry_on
6040,what are the carry-on fees with delta for international flights,carry_on,international_fees
6068,what are delta's carry-on restrictions,update_playlist,carry_on
6069,tell me the carry on rules,cancel,carry_on
6071,how strict is spirit when it comes to carry ons,where_are_you_from,carry_on
6087,which rules does delta have for carry on,transactions,carry_on
6091,"when taking a flight with porter to toronto, how many carry ons can i take",calculator,carry_on
6097,what amount of days off have i already utilized,confirm_reservation,pto_used
6109,"how many sick, personal, and vacation days have i billed so far this year",pto_used,pto_balance
6125,what is the extent of the pto i've taken,change_volume,pto_used
6126,what's the amount of time off i've had,pto_used,pto_balance
6127,what's the amount of time i've taken off work this year,application_status,pto_used
6128,what's the total vacation days i've gone through,pto_used,pto_balance
6134,how much of my pto have i depleted,date,pto_used
6138,look up my total number of days off so far,pto_used,pto_balance
6141,tell me the amount of pto i have used at this point,change_language,pto_used
6142,check to see how many days off i have used,cook_time,pto_used
6157,how many days was i sick or on vacation,new_card,pto_balance
6159,which days did i take off work,restaurant_reservation,pto_used
6171,what kind of pto do i have left,pto_used,pto_balance
6176,what kind of pto have i used,how_old_are_you,pto_used
6184,tell me my usage of vacation days,pto_used,pto_balance
6187,what is the status of my pto,pto_used,pto_request_status
6188,how much paid time off do i have left,pto_used,pto_balance
6189,how many days of pto are available,pto_used,pto_balance
6193,have i used any vacation days this year,what_are_your_hobbies,pto_used
6195,my car needs to be brought for maintenance,schedule_meeting,schedule_maintenance
6206,i need to get my tires checked out somewhere,schedule_maintenance,tire_pressure
6207,i need to find somewhere to check my tires out,international_visa,tire_pressure
6241,where can i get my tires checked and how can i schedule it,schedule_maintenance,tire_pressure
6250,i want to schedule car maintenance,ingredient_substitution,schedule_maintenance
6255,i got to schedule somewhere get my tires checked out,schedule_maintenance,tire_change
6259,i gotta schedule some car maintenance,smart_home,schedule_maintenance
6262,i have to schedule somewhere get my tires checked out,schedule_maintenance,tire_change
6265,i got to schedule some car maintenance,international_fees,schedule_maintenance
6267,i want to get an appointment to get my oil changed,text,schedule_maintenance
6270,i need to schedule somewhere get my tires checked out,schedule_maintenance,tire_change
6275,book an appointment for an oil change,make_call,schedule_maintenance
6276,"i should get my tires checked, schedule that",schedule_maintenance,tire_change
6281,make a reminder to schedule a tire check,schedule_maintenance,reminder
6284,make an appointment to check my tires,schedule_maintenance,tire_change
6296,im going to be in slovakia from january 16th until january 19th,account_blocked,travel_notification
6297,im going to be in paraguay from january 7th until january 10th,travel_notification,travel_suggestion
6304,tell the bank i'm traveling between denver and la,income,travel_notification
6326,let my bank know that i'm traveling to prague,w2,travel_notification
6342,alert the bank that i am traveling to tokyo on the 7th until the 21st,restaurant_reviews,travel_notification
6346,i'm traveling to belgium soon and want to inform my bank,schedule_meeting,travel_notification
6353,how can i tell my bank i'm going to vietnam,pto_balance,travel_notification
6355,"i'm going to paris soon and want to let my bank know, how do i do that",freeze_account,travel_notification
6357,how do i inform my bank i'm going to paris,distance,travel_notification
6367,tell my bank i will be in brazil from june 1st to july 1st,yes,travel_notification
6373,alert my bank and let them know that i'm travelling to stockholm,meeting_schedule,travel_notification
6402,please get off my phone connection,sync_device,cancel
6407,stop syncing with this phone,taxes,cancel
6410,please immediately disconnect this mobile,sync_device,cancel
6415,disconnect from my phone please,sync_device,cancel
6417,i must disconnect from my phone,sync_device,cancel
6418,go and disconnect from my phone,sync_device,cancel
6422,go ahead and disconnect from my phone,w2,cancel
6423,i wanna disconnect from my phone,sync_device,cancel
6431,help me to disconnect from my phone,sync_device,cancel
6434,i need you to disconnect from my phone,sync_device,cancel
6435,i want for you to disconnect from my phone,distance,cancel
6441,please disconnect from my phone,sync_device,cancel
6445,i want you to disconnect from my phone,sync_device,cancel
6448,"disconnect from my phone now, please",sync_device,cancel
6451,"disconnect from my phone, please",sync_device,cancel
6470,i am going to go ahead and pair this with my new phone,todo_list,sync_device
6477,will you please end the connection to my phone,sync_device,cancel
6479,stop the connection with my phone,sync_device,cancel
6480,let's terminate connection to my phone please,sync_device,cancel
6482,i want to disconnect the current connection to my phone,gas_type,cancel
6484,disconnect from my phone,sync_device,cancel
6485,i'd like you to disconnect from my phone,sync_device,cancel
6488,please get off my phone,confirm_reservation,find_phone
6490,can you get access to my phone right now,make_call,find_phone
6493,is my phone connectable right now,sync_device,find_phone
6494,quickly disconnect the phone,sync_device,cancel
6495,"you have been a big help, thank you so much",tire_change,thank_you
6512,thank you for helping me,roll_dice,thank_you
6515,good looking out,thank_you,greeting
6516,i wish you were here earlier,thank_you,goodbye
6521,why thank you,credit_score,thank_you
6524,okay thanks,account_blocked,thank_you
6530,i'm so glad you helped me!,user_name,thank_you
6546,thanks for answering my question,change_ai_name,thank_you
6550,you are so nice to think of me,where_are_you_from,thank_you
6558,appreciate the help,car_rental,thank_you
6565,"nice, excellent!",thank_you,greeting
6567,i appreciate that answer!,direct_deposit,thank_you
6585,thank you,lost_luggage,thank_you
6613,go ahead and roll that 9 sided dice,order_checks,roll_dice
6628,could you role a ten sided die,play_music,roll_dice
6642,will you roll a 6 sided dice,last_maintenance,roll_dice
6647,please roll the dice,damaged_card,roll_dice
6653,"ai, would you kindly roll the dice",how_old_are_you,roll_dice
6654,"ai, go ahead and roll the dice",traffic,roll_dice
6661,can you roll the 12 sided dice please,how_old_are_you,roll_dice
6662,go ahead and roll the 6 sided dice for me,oil_change_how,roll_dice
6677,roll them bones!,vaccines,roll_dice
6679,roll 6 sided die,tire_pressure,roll_dice
6709,how long does cottage cheese keep in the fridge,sync_device,food_last
6724,what is the expiration date of the milk,food_last,expiration_date
6732,what's the shelf life for eggs in the fridge,travel_notification,food_last
6733,how long can i store eggs in the fridge,last_maintenance,food_last
6740,apples expire in how long,text,food_last
6748,oranges expire in how long,change_ai_name,food_last
6752,"it seems to be that i have had pizza in the fridge since monday, so is it safe to eat",how_busy,food_last
6776,how long do i have before frozen chicken will go bad,lost_luggage,food_last
6778,how long can i expect to keep steak in the freezer,text,food_last
6782,how long is it safe to leave a burger in the refrigerator,order,food_last
6794,if i have garlic from sunday is it still fine to use,definition,food_last
6796,so how long do you think the chicken will take,pto_used,cook_time
6813,how long do you need to put the cuish in for,timezone,cook_time
6815,i need the cooking length for a turkey,income,cook_time
6837,how long should i bake the brownies for,make_call,cook_time
6838,for how long should i bake the brownies,insurance_change,cook_time
6842,what do i set the timer for if i'm making gyoza,cook_time,timer
6859,how much time do i need to prepare chicken,what_song,cook_time
6875,how long must i cook spaghetti for,pto_balance,cook_time
6879,what amount of time do i need to cook lobster for,spelling,cook_time
6881,how long should i cook chicken,pto_request,cook_time
6890,what's the prep time for a garden salad,nutrition_info,cook_time
6896,please set up a reminder i need to remember to ask about work,reminder_update,reminder
6897,make a reminder for me to do my resume,fun_fact,reminder_update
6898,remind me to take out the garbage in the morning,reminder_update,reminder
6899,"the next time it rains, remind me to close the windows",reminder_update,reminder
6900,could you make me a reminder to do the floors,reminder_update,reminder
6902,set a reminder for me to call my brother at 8 pm,reminder_update,reminder
6903,make me a reminder about booking it,reminder_update,reminder
6904,"at 4 tomorrow afternoon, remind me to start the oven",reminder_update,reminder
6905,how about a reminder,reminder_update,reminder
6906,i would like a reminder,reminder_update,reminder
6907,i need to make a reminder please,reminder_update,reminder
6908,please give me a reminder,reminder_update,reminder
6909,can you set me a reminder,reminder_update,reminder
6910,can i set a reminder,measurement_conversion,reminder_update
6911,please make a reminder,reminder_update,reminder
6912,add a reminder to check how the body is decomposing,reminder_update,reminder
6914,create a reminder for me to exercise this week,reminder_update,reminder
6915,will you add a reminder for me,reminder_update,reminder
6917,make a reminder to do my taxes,reminder_update,reminder
6918,set a reminder to remind me to check when my car payment is,reminder_update,reminder
6919,set a reminder for me to take my meds,food_last,reminder
6920,can you create a reminder,reminder_update,reminder
6921,create a reminder for me to send flowers to my mom for mother's day,restaurant_reviews,reminder_update
6922,i'd like to have a reminder made,reminder_update,reminder
6923,set a reminder for later,user_name,reminder
6924,please remind me later,reminder_update,reminder
6925,remind me again please,reminder_update,reminder
6926,remind me later,reminder_update,reminder
6927,please remind me at a later time,reminder_update,reminder
6929,remind me,reminder_update,reminder
6930,please remind me of something,reminder_update,reminder
6931,i need a reminder,reminder_update,reminder
6932,i would like to be reminded,reminder_update,reminder
6933,set a reminder for me,reminder_update,reminder
6934,i need a reminder to remind me to do something,reminder_update,reminder
6935,i want you to remind me of something,reminder_update,reminder
6936,i need you to remind me to get something done,reminder_update,reminder
6937,remind me to call the vet tomorrow,reminder_update,reminder
6938,set a reminder for me to do this in a bit,reminder_update,reminder
6939,can you set a reminder for the meeting,reminder_update,reminder
6940,set a reminder to go dress shopping,reminder_update,reminder
6941,remember to remind me of this later,reminder_update,reminder
6942,i need to set a reminder to go to the post office,reminder_update,reminder
6943,set a reminder for tomorrows meeting,roll_dice,reminder
6944,set a reminder for the movie,reminder_update,reminder
6945,set a reminder to go grocery shopping,reminder_update,reminder
6946,set a reminder to feed the dogs,reminder_update,reminder
6947,set a reminder to go check the mail,restaurant_reservation,reminder
6948,make a reminder to change the cat litter,reminder_update,reminder
6949,set a reminder for my doctors appointment,reminder_update,reminder
6950,dont forget to set a reminder to pay the bills,reminder_update,reminder
6951,please remind me to do this later,reminder_update,reminder
6952,remind me to do this in awhile,reminder_update,reminder
6953,help me set a reminder to work out,reminder_update,reminder
6954,dont let me forget to do that thing later,reminder_update,reminder
6955,make a reminder to work out at the gym,reminder_update,reminder
6956,set a reminder to pick up the kids,reminder_update,reminder
6958,remind me to take the chicken out in a hour,min_payment,reminder
6959,set reminder to prepare for my meeting at 10 am,reminder_update,reminder
6960,set reminder for tomorrow to eat,reminder_update,reminder
6961,remind me to bring a jacket in tomorrow,reminder_update,reminder
6962,set a reminder to bring a book to work tomorrow,spending_history,reminder
6963,set a new reminder for tomorrow at 4am,reminder_update,reminder
6964,make reminder to pay rent on the 30th of every month,reminder_update,reminder
6965,"open up a reminder, pay taxes on monday",reminder_update,reminder
6966,"new reminder, please",reminder_update,reminder
6969,i need you to make a reminder for me to give the cat her flea medicine,change_language,reminder
6970,"make a reminder, pay taxes on monday",reminder_update,reminder
6971,set reminder pay taxes on monday,reminder_update,reminder
6973,set up an alarm to remind me to give my cat her flea medicine,reminder_update,alarm
6974,set reminder to feed cat tonight at 6pm,reminder_update,reminder
6975,set a reminder for monday pay taxes,reminder_update,reminder
6976,create a reminder to pay taxes on monday,reminder_update,reminder
6977,remind me to use the bathroom,reminder_update,reminder
6978,please reminder for car meet,reminder_update,reminder
6979,remind me to clean room,reminder_update,reminder
6983,make me a reminder that tommorow is trash day,reminder_update,reminder
6984,set up a reminder that i need to pay my car ins the 23rd,reminder_update,reminder
6985,set up a reminder to mail a check tommorow,reminder_update,reminder
6986,i need to take out the trash please remind me,reminder_update,reminder
6987,set a reminder to take out the trash,reminder_update,reminder
6988,tell me to take out the trash in an hour,reminder_update,reminder
6989,remind me to take out the trash,reminder_update,reminder
6990,please remind me to take out the trash,reminder_update,reminder
6991,i need to be reminded to pray,reminder_update,reminder
6992,i want to get reminded to clean my room,reminder_update,reminder
6994,give me a reminder for calling bill,reminder_update,reminder
6998,i lost my chase bank card and want it labeled as lost,no,report_lost_card
6999,can you report my td bank card as lost,credit_limit_change,report_lost_card
7008,my visa was stolen,redeem_rewards,report_lost_card
7010,my discover card has been stolen,redeem_rewards,report_lost_card
7013,how do i report a lost discover credit card,flip_coin,report_lost_card
7044,how do i report a lost card,reminder_update,report_lost_card
7051,my stolen card needs to be reported,find_phone,report_lost_card
7057,i can't find my visa card and i want to report it as lost,tire_pressure,report_lost_card
7078,i need to report credit card theft,report_lost_card,report_fraud
7081,i need to report a lost card,rollover_401k,report_lost_card
7116,is it okay to substitute oregano for basil,balance,ingredient_substitution
7120,can i use apple juice instead of grape juice,improve_credit_score,ingredient_substitution
7124,can i use sour cream instead of yogurt,credit_limit_change,ingredient_substitution
7159,can i substitute eggs for milk in a recipe,travel_alert,ingredient_substitution
7162,can i substitute milk for almond milk,spending_history,ingredient_substitution
7163,is it acceptable to swap milk for water,ingredient_substitution,food_last
7166,can i substitute milk for water,flip_coin,food_last
7179,alternatives to white wine in food,transfer,ingredient_substitution
7183,is it ok to substitute spinach for lettuce,order_status,ingredient_substitution
7188,can i use olive oil instead of butter,transfer,ingredient_substitution
7190,can you just use regular milk instead of buttermilk,change_volume,food_last
7198,can you redial the last number dialed,make_call,repeat
7200,can you call a taxi,make_call,uber
7211,call macy,min_payment,make_call
7218,dial x's phone please,meaning_of_life,make_call
7219,please call toby,confirm_reservation,make_call
7222,can you make a phone call to mark,what_are_your_hobbies,make_call
7225,call friend,bill_balance,make_call
7229,call my mother,plug_type,make_call
7240,get a hold of sue,last_maintenance,make_call
7242,call tom,freeze_account,make_call
7273,dial steven,interest_rate,make_call
7274,phone steven,yes,make_call
7321,can you set an alarm for seven fifteen for tomorrow,bill_balance,alarm
7327,set up two alarms one for 10am and another for 2pm,credit_score,alarm
7337,set alarm for 5pm,vaccines,alarm
7361,set reminder for 2 pm,alarm,reminder
7364,set alarm for 5 am,cancel,alarm
7369,i need an alarm at 8 pm,book_hotel,alarm
7372,please set a reminder for me,alarm,reminder
7374,create an alarm for me,bill_due,alarm
7375,set an alarm for lunch and another for dinner,balance,alarm
